10000,0.0019722009,0.0000034585
20000,0.0047550126,0.0000030738
30000,0.0077753163,0.0000028215
40000,0.0111475423,0.0000036912
50000,0.0145594055,0.0000032228
60000,0.0182003132,0.0000027207
70000,0.0223944640,0.0000029104
80000,0.0271341727,0.0000038780
90000,0.0316282220,0.0000040129
100000,0.0354994292,0.0000040246
