10000,0.0022426237,0.0000007494
20000,0.0042537999,0.0000063761
30000,0.0068322283,0.0000026810
40000,0.0095392726,0.0000043277
50000,0.0126158986,0.0000050078
60000,0.0165513304,0.0000052373
70000,0.0198827164,0.0000041874
80000,0.0234829402,0.0000047921
90000,0.0275351007,0.0000051664
100000,0.0303533228,0.0000055003
